Date,Close,High,Low,Open,Volume
2004-06-08,102.76366424560547,104.21103979836047,101.31628869285046,101.31628869285046,499150000
2004-06-09,104.21102142333984,105.65839672088622,101.31627082824706,102.76364612579344,294290000
2004-06-10,104.21102142333984,104.21102142333983,102.76364612579344,104.21102142333983,165590000
2004-06-11,104.21102142333984,104.21102142333983,102.76364612579344,102.76364612579344,135830000
2004-06-14,102.76366424560547,104.21103979836047,101.31628869285046,104.21103979836047,158540000
2004-06-15,105.65841674804688,105.65841674804688,101.31629003237371,101.31629003237371,297620000
2004-06-16,104.21102142333984,105.65839672088622,102.76364612579344,105.65839672088622,104270000
2004-06-17,102.76366424560547,102.76366424560547,101.31628869285046,102.76366424560547,350150000
2004-06-18,102.76366424560547,102.76366424560547,101.31628869285046,101.31628869285046,263260000
2004-06-21,102.76366424560547,102.76366424560547,101.31628869285046,102.76366424560547,331870000
2004-06-22,102.76366424560547,104.21103979836047,102.76366424560547,102.76366424560547,56870000
2004-06-23,104.21102142333984,104.21102142333983,102.76364612579344,104.21102142333983,469190000
2004-06-24,104.21102142333984,104.21102142333983,102.76364612579344,104.21102142333983,191310000
2004-06-25,105.65841674804688,105.65841674804688,104.21104117615582,104.21104117615582,154310000
2004-06-28,105.65841674804688,105.65841674804688,104.21104117615582,105.65841674804688,260860000
2004-06-29,107.10578918457031,107.10578918457031,105.65841365504909,105.65841365504909,123060000
2004-06-30,108.55316162109375,108.55316162109375,105.65841064453126,107.10578613281251,291260000
2004-07-01,116.77688598632812,118.421630859375,115.13214111328125,118.421630859375,203090000
2004-07-02,118.42166137695312,118.42166137695312,116.776916080051,116.776916080051,490800000
2004-07-05,118.42166137695312,118.42166137695312,118.42166137695312,118.42166137695312,0
2004-07-06,123.35586547851562,123.35586547851562,118.421630859375,120.06637573242188,826610000
2004-07-07,123.35586547851562,125.0006103515625,120.06637573242188,121.71112060546875,382570000
2004-07-08,123.35586547851562,125.0006103515625,121.71112060546875,123.35586547851562,284740000
2004-07-09,125.00060272216797,125.00060272216795,121.71111317684775,121.71111317684775,381140000
2004-07-12,125.00060272216797,128.29009226748818,123.35585794950785,125.00060272216795,478410000
2004-07-13,126.64534759521484,126.64534759521484,123.35585804728719,125.00060282125101,133420000
2004-07-14,123.35586547851562,125.0006103515625,121.71112060546875,125.0006103515625,243420000
2004-07-15,123.35586547851562,123.35586547851562,120.06637573242188,121.71112060546875,134890000
2004-07-16,125.00060272216797,125.00060272216795,121.71111317684775,121.71111317684775,140620000
2004-07-19,125.00060272216797,125.00060272216795,123.35585794950785,123.35585794950785,43940000
2004-07-20,125.00060272216797,125.00060272216795,123.35585794950785,123.35585794950785,168890000
2004-07-21,125.00060272216797,125.00060272216795,123.35585794950785,123.35585794950785,162420000
2004-07-22,125.00060272216797,125.00060272216795,123.35585794950785,123.35585794950785,61730000
2004-07-23,125.00060272216797,125.00060272216795,123.35585794950785,123.35585794950785,15670000
2004-07-26,123.35586547851562,123.35586547851562,120.06637573242188,123.35586547851562,517650000
2004-07-27,123.35586547851562,123.35586547851562,120.06637573242188,121.71112060546875,254000000
2004-07-28,123.35586547851562,123.35586547851562,121.71112060546875,123.35586547851562,172520000
2004-07-29,123.35586547851562,123.35586547851562,121.71112060546875,123.35586547851562,57950000
2004-07-30,123.35586547851562,123.35586547851562,121.71112060546875,123.35586547851562,224110000
2004-08-02,121.71109771728516,123.35584228103225,121.71109771728516,121.71109771728516,27010000
2004-08-03,123.35586547851562,125.0006103515625,121.71112060546875,121.71112060546875,326000000
2004-08-04,125.00060272216797,125.00060272216795,123.35585794950785,123.35585794950785,254660000
2004-08-05,125.00060272216797,125.00060272216795,123.35585794950785,123.35585794950785,133330000
2004-08-06,123.35586547851562,125.0006103515625,123.35586547851562,123.35586547851562,126340000
2004-08-09,120.0663833618164,121.71112833937553,118.42163838425728,121.71112833937553,364660000
2004-08-10,120.0663833618164,120.0663833618164,120.0663833618164,120.0663833618164,108000000
2004-08-11,121.71109771728516,121.71109771728516,121.71109771728516,121.71109771728516,144040000
2004-08-12,120.0663833618164,121.71112833937553,120.0663833618164,121.71112833937553,13100000
2004-08-13,120.0663833618164,121.71112833937553,120.0663833618164,120.0663833618164,113270000
2004-08-16,118.42166137695312,120.06640667385525,118.42166137695312,120.06640667385525,143450000
2004-08-17,118.42166137695312,118.42166137695312,118.42166137695312,118.42166137695312,0
2004-08-18,121.71109771728516,121.71109771728516,120.06635315353806,120.06635315353806,236070000
2004-08-19,121.71109771728516,121.71109771728516,120.06635315353806,121.71109771728516,54470000
2004-08-20,120.0663833618164,121.71112833937553,120.0663833618164,120.0663833618164,6340000
2004-08-23,120.0663833618164,121.71112833937553,120.0663833618164,120.0663833618164,34770000
2004-08-24,120.0663833618164,120.0663833618164,118.42163838425728,120.0663833618164,343910000
2004-08-25,118.42166137695312,120.06640667385525,116.776916080051,120.06640667385525,20510000
2004-08-26,118.42166137695312,118.42166137695312,116.776916080051,116.776916080051,26650000
2004-08-27,120.0663833618164,120.0663833618164,118.42163838425728,118.42163838425728,152960000
2004-08-30,116.77688598632812,118.421630859375,116.77688598632812,118.421630859375,217280000
2004-08-31,118.42166137695312,120.06640667385525,118.42166137695312,118.42166137695312,241830000
2004-09-01,123.35586547851562,123.35586547851562,118.421630859375,118.421630859375,785500000
2004-09-02,123.35586547851562,125.0006103515625,121.71112060546875,123.35586547851562,625450000
2004-09-03,125.00060272216797,126.64534749482806,123.35585794950785,123.35585794950785,380010000
2004-09-06,123.35586547851562,126.64535522460938,123.35586547851562,125.0006103515625,300650000
2004-09-07,121.71109771728516,123.35584228103225,121.71109771728516,123.35584228103225,380160000
2004-09-08,125.00060272216797,125.00060272216795,121.71111317684775,121.71111317684775,148760000
2004-09-09,121.71109771728516,123.35584228103225,118.42160858979096,123.35584228103225,1124760000
2004-09-10,123.35586547851562,125.0006103515625,120.06637573242188,121.71112060546875,807590000
2004-09-13,123.35586547851562,123.35586547851562,123.35586547851562,123.35586547851562,0
2004-09-14,129.93484497070312,131.57958984375,125.0006103515625,125.0006103515625,1532050000
2004-09-15,133.22434997558594,134.86909503701293,128.29011479130497,129.93485985273196,1588000000
2004-09-16,131.57955932617188,131.57955932617188,129.93481483459473,131.57955932617188,208620000
2004-09-17,131.57955932617188,131.57955932617188,126.64532585144042,129.93481483459473,302950000
2004-09-20,131.57955932617188,131.57955932617188,131.57955932617188,131.57955932617188,0
2004-09-21,136.51380920410156,138.1585538933076,133.2243198256895,133.2243198256895,1901600000
2004-09-22,134.86911010742188,136.51385535263435,133.22436486220943,136.51385535263435,210400000
2004-09-23,134.86911010742188,136.51385535263435,133.22436486220943,133.22436486220943,623640000
2004-09-24,134.86911010742188,134.86911010742188,133.22436486220943,133.22436486220943,10480000
2004-09-27,131.57955932617188,134.86904830932616,129.93481483459473,133.22430381774902,174580000
2004-09-28,129.93484497070312,131.57958984375,129.93484497070312,131.57958984375,331780000
2004-09-29,131.57955932617188,131.57955932617188,129.93481483459473,129.93481483459473,244270000
2004-09-30,131.57955932617188,133.22430381774902,129.93481483459473,131.57955932617188,270690000
2004-10-01,133.22434997558594,133.22434997558594,131.57960491415895,131.57960491415895,447560000
2004-10-04,139.80328369140625,139.80328369140625,133.22430563534007,133.22430563534007,1251590000
2004-10-05,151.31654357910156,151.31654357910156,138.15858326787534,138.15858326787534,1496600000
2004-10-06,149.6718292236328,151.3165745997167,146.38233847146506,151.3165745997167,270080000
2004-10-07,148.0270233154297,148.0270233154297,143.09278920491536,148.0270233154297,412060000
2004-10-08,148.0270233154297,149.67176801893447,146.38227861192493,146.38227861192493,288950000
2004-10-11,149.6718292236328,151.3165745997167,146.38233847146506,148.02708384754894,350120000
2004-10-12,146.38233947753906,149.67183025231523,144.737594090151,149.67183025231523,322910000
2004-10-13,148.0270233154297,149.67176801893447,146.38227861192493,148.0270233154297,168000000
2004-10-14,148.0270233154297,149.67176801893447,146.38227861192493,148.0270233154297,305480000
2004-10-15,149.6718292236328,149.6718292236328,146.38233847146506,146.38233847146506,301950000
2004-10-18,149.6718292236328,149.6718292236328,148.02708384754894,149.6718292236328,137550000
2004-10-19,146.38233947753906,149.67183025231523,146.38233947753906,149.67183025231523,412170000
2004-10-20,146.38233947753906,148.02708486492713,143.0928487027629,146.38233947753906,273750000
2004-10-21,144.73757934570312,146.38232456554067,143.0928341258656,146.38232456554067,170980000
2004-10-22,148.0270233154297,149.67176801893447,144.73753390842015,144.73753390842015,219850000
2004-10-25,149.6718292236328,149.6718292236328,146.38233847146506,148.02708384754894,36080000
2004-10-26,151.31654357910156,151.31654357910156,148.027053501295,149.67179854019827,95260000
2004-10-27,157.89552307128906,159.54026810328165,151.3165429433187,151.3165429433187,668340000
2004-10-28,157.89552307128906,159.54026810328165,154.60603300730386,159.54026810328165,277050000
2004-10-29,157.89552307128906,157.89552307128906,156.25077803929648,157.89552307128906,126340000
2004-11-01,162.8297576904297,164.47450271760576,157.89552260890153,157.89552260890153,224080000
2004-11-02,167.76397705078125,171.053466796875,162.82974243164062,162.82974243164062,389430000
