Date,Close,High,Low,Open,Volume
2003-11-10,40.00248718261719,45.13101171012436,38.97678158845929,43.07960052180857,5658651738
2003-11-11,41.02818298339844,41.02818298339844,38.9767755558694,40.00248099127481,3232466332
2003-11-12,43.07960510253906,43.07960510253906,40.00249143615275,40.00249143615275,2203244555
2003-11-13,43.07960510253906,43.07960510253906,42.053899399316066,43.07960510253906,1309077610
2003-11-14,43.07960510253906,43.07960510253906,41.02819369609307,43.07960510253906,1897824280
2003-11-17,41.02818298339844,42.053888418803844,41.02818298339844,42.053888418803844,465863546
2003-11-18,40.00248718261719,41.028189333492776,40.00248718261719,41.028189333492776,437868063
2003-11-19,41.02818298339844,41.02818298339844,40.00248099127481,40.00248099127481,305194771
2003-11-20,42.05390930175781,42.05390930175781,41.02820335701165,41.02820335701165,930962579
2003-11-21,43.07960510253906,43.07960510253906,42.053899399316066,42.053899399316066,678662222
2003-11-24,43.07960510253906,43.07960510253906,43.07960510253906,43.07960510253906,0
2003-11-25,43.07960510253906,43.07960510253906,43.07960510253906,43.07960510253906,0
2003-11-26,43.07960510253906,43.07960510253906,43.07960510253906,43.07960510253906,0
2003-11-27,43.07960510253906,43.07960510253906,43.07960510253906,43.07960510253906,0
2003-11-28,43.07960510253906,43.07960510253906,43.07960510253906,43.07960510253906,0
2003-12-01,44.10530471801758,44.10530471801758,43.07959915637014,43.07959915637014,829645329
2003-12-02,43.07960510253906,44.10531080576206,42.053899399316066,44.10531080576206,523889548
2003-12-03,42.05390930175781,43.07961524650398,42.05390930175781,43.07961524650398,507625767
2003-12-04,43.07960510253906,43.07960510253906,42.053899399316066,42.053899399316066,787635604
2003-12-05,42.05390930175781,43.07961524650398,42.05390930175781,43.07961524650398,490173966
2003-12-08,42.05390930175781,42.05390930175781,41.02820335701165,42.05390930175781,460165448
2003-12-09,42.05390930175781,42.05390930175781,41.02820335701165,42.05390930175781,207386582
2003-12-10,43.07960510253906,43.07960510253906,40.00249143615275,41.02819369609307,1136534130
2003-12-11,43.07960510253906,43.07960510253906,42.053899399316066,42.053899399316066,244149217
2003-12-12,44.10530471801758,44.10530471801758,43.07959915637014,43.07959915637014,960036082
2003-12-15,45.13103103637695,45.13103103637695,43.07961896959446,43.07961896959446,1286092713
2003-12-16,45.13103103637695,46.15673362648441,44.10532500298571,45.13103103637695,370381897
2003-12-17,47.18242645263672,47.18242645263672,44.10531265708816,45.13101840336529,508857789
2003-12-18,52.310943603515625,52.310943603515625,47.18241911317997,47.18241911317997,1664229745
2003-12-19,51.28523635864258,54.36234957604213,49.233828694803606,52.310941912203155,624898793
2003-12-22,51.28523635864258,51.28523635864258,48.208123141243036,50.25953080508201,158859243
2003-12-23,51.28523635864258,52.310941912203155,50.25953080508201,51.28523635864258,306338791
2003-12-24,51.28523635864258,51.28523635864258,51.28523635864258,51.28523635864258,0
2003-12-25,51.28523635864258,51.28523635864258,51.28523635864258,51.28523635864258,0
2003-12-26,51.28523635864258,51.28523635864258,51.28523635864258,51.28523635864258,0
2003-12-29,51.28523635864258,51.28523635864258,49.233828694803606,51.28523635864258,294783091
2003-12-30,51.28523635864258,51.28523635864258,50.25953080508201,51.28523635864258,338090839
